Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,ILMU HUKUM,S1,60,627,9.57
UNIVERSITAS BENGKULU,ILMU HUKUM,S1,90,439,20.5
UNIVERSITAS BRAWIJAYA,ILMU HUKUM,S1,165,1184,13.94
UNIVERSITAS CENDERAWASIH,ILMU HUKUM,S1,90,38,100.0
UNIVERSITAS HALUOLEO,ILMU HUKUM,S1,120,299,40.13
UNIVERSITAS HASANUDDIN,ILMU HUKUM,S1,80,1124,7.12
UNIVERSITAS INDONESIA,ILMU HUKUM,S1,60,1237,4.85
UNIVERSITAS ISLAM NEGERI ALAUDDIN,ILMU HUKUM,S1,48,308,15.58
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ILMU HUKUM,S1,36,72,50.0
UNIVERSITAS ISLAM NEGERI JAKARTA,ILMU HUKUM,S1,36,443,8.13
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM,ILMU HUKUM,S1,40,133,30.08
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ILMU HUKUM,S1,54,452,11.95
UNIVERSITAS ISLAM NEGERI WALISONGO,ILMU HUKUM,S1,40,158,25.32
UNIVERSITAS JAMBI,ILMU HUKUM,S1,138,578,23.88
UNIVERSITAS JEMBER,ILMU HUKUM,S1,135,669,20.18
UNIVERSITAS KHAIRUN,ILMU HUKUM,S1,90,86,100.0
UNIVERSITAS LAMBUNG MANGKURAT,ILMU HUKUM,S1,84,614,13.68
UNIVERSITAS MARITIM RAJA ALI HAJI,ILMU HUKUM,S1,60,65,92.31
UNIVERSITAS MATARAM,ILMU HUKUM,S1,96,476,20.17
UNIVERSITAS MUSAMUS MERAUKE,ILMU HUKUM,S1,30,19,100.0
UNIVERSITAS NEGERI GORONTALO,ILMU HUKUM,S1,140,315,44.44
UNIVERSITAS NEGERI MANADO,ILMU HUKUM,S1,60,85,70.59
UNIVERSITAS NEGERI SEMARANG,ILMU HUKUM,S1,210,1401,14.99
UNIVERSITAS NEGERI SURABAYA,ILMU HUKUM,S1,50,519,9.63
UNIVERSITAS NUSA CENDANA,ILMU HUKUM,S1,125,234,53.42
UNIVERSITAS PADJADJARAN,ILMU HUKUM,S1,93,1272,7.31
UNIVERSITAS PALANGKARAYA,ILMU HUKUM,S1,50,195,25.64
UNIVERSITAS PENDIDIKAN GANESHA,ILMU HUKUM,S1,60,120,50.0
UNIVERSITAS RIAU,ILMU HUKUM,S1,36,663,5.43
UNIVERSITAS SAM RATULANGI,ILMU HUKUM,S1,212,400,53.0
UNIVERSITAS SAMUDRA,ILMU HUKUM,S1,48,131,36.64
UNIVERSITAS SEBELAS MARET,ILMU HUKUM,S1,90,1236,7.28
UNIVERSITAS SINGAPERBANGSA KARAWANG,ILMU HUKUM,S1,60,508,11.81
UNIVERSITAS SRIWIJAYA,ILMU HUKUM,S1,100,799,12.52
UNIVERSITAS SULAWESI BARAT,ILMU HUKUM,S1,30,59,50.85
UNIVERSITAS SUMATERA UTARA,ILMU HUKUM,S1,140,1216,11.51
UNIVERSITAS SYIAH KUALA,ILMU HUKUM,S1,100,331,30.21
UNIVERSITAS TADULAKO,ILMU HUKUM,S1,130,256,50.78
UNIVERSITAS TANJUNGPURA,ILMU HUKUM,S1,96,533,18.01
UNIVERSITAS TEUKU UMAR,ILMU HUKUM,S1,40,70,57.14
UNIVERSITAS TRUNOJOYO MADURA,ILMU HUKUM,S1,120,375,32.0
UNIVERSITAS UDAYANA,ILMU HUKUM,S1,156,683,22.84
