Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT PERTANIAN BOGOR,KIMIA,S1,40,446,8.97
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,KIMIA,S1,40,247,16.19
INSTITUT TEKNOLOGI SUMATERA,KIMIA,S1,59,121,48.76
UNIVERSITAS AIRLANGGA,KIMIA,S1,20,283,7.07
UNIVERSITAS ANDALAS,KIMIA,S1,36,252,14.29
UNIVERSITAS BANGKA BELITUNG,KIMIA,S1,20,11,100.0
UNIVERSITAS BENGKULU,KIMIA,S1,30,56,53.57
UNIVERSITAS BRAWIJAYA,KIMIA,S1,60,436,13.76
UNIVERSITAS CENDERAWASIH,KIMIA,S1,15,1,100.0
UNIVERSITAS DIPONEGORO,KIMIA,S1,37,455,8.13
UNIVERSITAS GADJAH MADA,KIMIA,S1,35,328,10.67
UNIVERSITAS HALUOLEO,KIMIA,S1,30,39,76.92
UNIVERSITAS HASANUDDIN,KIMIA,S1,22,227,9.69
UNIVERSITAS INDONESIA,KIMIA,S1,20,254,7.87
UNIVERSITAS ISLAM NEGERI ALAUDDIN,KIMIA,S1,30,81,37.04
UNIVERSITAS ISLAM NEGERI AR-RANIRY,KIMIA,S1,9,7,100.0
UNIVERSITAS ISLAM NEGERI JAKARTA,KIMIA,S1,36,283,12.72
UNIVERSITAS ISLAM NEGERI MALANG,KIMIA,S1,45,157,28.66
UNIVERSITAS ISLAM NEGERI RADEN FATAH,KIMIA,S1,28,39,71.79
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,KIMIA,S1,27,240,11.25
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,KIMIA,S1,15,116,12.93
UNIVERSITAS ISLAM NEGERI WALISONGO,KIMIA,S1,27,67,40.3
UNIVERSITAS JAMBI,KIMIA,S1,20,60,33.33
UNIVERSITAS JEMBER,KIMIA,S1,32,158,20.25
UNIVERSITAS JENDERAL SOEDIRMAN,KIMIA,S1,27,161,16.77
UNIVERSITAS LAMBUNG MANGKURAT,KIMIA,S1,12,74,16.22
UNIVERSITAS LAMPUNG,KIMIA,S1,45,166,27.11
UNIVERSITAS MATARAM,KIMIA,S1,16,94,17.02
UNIVERSITAS MULAWARMAN,KIMIA,S1,34,102,33.33
UNIVERSITAS NEGERI GORONTALO,KIMIA,S1,24,26,92.31
UNIVERSITAS NEGERI JAKARTA,KIMIA,S1,20,202,9.9
UNIVERSITAS NEGERI MAKASSAR,KIMIA,S1,11,75,14.67
UNIVERSITAS NEGERI MALANG,KIMIA,S1,36,237,15.19
UNIVERSITAS NEGERI MEDAN,KIMIA,S1,18,115,15.65
UNIVERSITAS NEGERI SEMARANG,KIMIA,S1,27,295,9.15
UNIVERSITAS NEGERI SURABAYA,KIMIA,S1,18,228,7.89
UNIVERSITAS NEGERI YOGYAKARTA,KIMIA,S1,27,332,8.13
UNIVERSITAS NUSA CENDANA,KIMIA,S1,20,36,55.56
UNIVERSITAS PADJADJARAN,KIMIA,S1,25,440,5.68
UNIVERSITAS PALANGKARAYA,KIMIA,S1,12,22,54.55
UNIVERSITAS PAPUA,KIMIA,S1,12,3,100.0
UNIVERSITAS PATTIMURA,KIMIA,S1,25,18,100.0
UNIVERSITAS PENDIDIKAN GANESHA,KIMIA,S1,18,12,100.0
UNIVERSITAS PENDIDIKAN INDONESIA,KIMIA,S1,20,361,5.54
UNIVERSITAS RIAU,KIMIA,S1,36,205,17.56
UNIVERSITAS SAM RATULANGI,KIMIA,S1,15,23,65.22
UNIVERSITAS SAMUDRA,KIMIA,S1,16,9,100.0
UNIVERSITAS SEBELAS MARET,KIMIA,S1,16,250,6.4
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,KIMIA,S1,20,5,100.0
UNIVERSITAS SRIWIJAYA,KIMIA,S1,24,148,16.22
UNIVERSITAS SUMATERA UTARA,KIMIA,S1,63,348,18.1
UNIVERSITAS SYIAH KUALA,KIMIA,S1,25,92,27.17
UNIVERSITAS TADULAKO,KIMIA,S1,15,19,78.95
UNIVERSITAS TANJUNGPURA,KIMIA,S1,34,73,46.58
UNIVERSITAS TIMOR,KIMIA,S1,16,5,100.0
UNIVERSITAS UDAYANA,KIMIA,S1,24,70,34.29
