Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,ILMU POLITIK,S1,22,243,9.05
UNIVERSITAS ANDALAS,ILMU POLITIK,S1,30,260,11.54
UNIVERSITAS BANGKA BELITUNG,ILMU POLITIK,S1,28,41,68.29
UNIVERSITAS BRAWIJAYA,ILMU POLITIK,S1,50,388,12.89
UNIVERSITAS HALUOLEO,ILMU POLITIK,S1,48,43,100.0
UNIVERSITAS HASANUDDIN,ILMU POLITIK,S1,16,165,9.7
UNIVERSITAS INDONESIA,ILMU POLITIK,S1,16,301,5.32
UNIVERSITAS ISLAM NEGERI ALAUDDIN,ILMU POLITIK,S1,32,64,50.0
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ILMU POLITIK,S1,32,18,100.0
UNIVERSITAS ISLAM NEGERI JAKARTA,ILMU POLITIK,S1,36,260,13.85
UNIVERSITAS ISLAM NEGERI RADEN FATAH,ILMU POLITIK,S1,30,99,30.3
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,ILMU POLITIK,S1,33,142,23.24
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ILMU POLITIK,S1,27,113,23.89
UNIVERSITAS ISLAM NEGERI WALISONGO,ILMU POLITIK,S1,40,110,36.36
UNIVERSITAS JAMBI,ILMU POLITIK,S1,38,79,48.1
UNIVERSITAS JENDERAL SOEDIRMAN,ILMU POLITIK,S1,24,198,12.12
UNIVERSITAS MALIKUSSALEH,ILMU POLITIK,S1,100,36,100.0
UNIVERSITAS NEGERI SEMARANG,ILMU POLITIK,S1,60,362,16.57
UNIVERSITAS NUSA CENDANA,ILMU POLITIK,S1,44,33,100.0
UNIVERSITAS PADJADJARAN,ILMU POLITIK,S1,10,225,4.44
UNIVERSITAS SAM RATULANGI,ILMU POLITIK,S1,19,46,41.3
UNIVERSITAS SILIWANGI,ILMU POLITIK,S1,24,223,10.76
UNIVERSITAS SULAWESI BARAT,ILMU POLITIK,S1,20,10,100.0
UNIVERSITAS SUMATERA UTARA,ILMU POLITIK,S1,36,275,13.09
UNIVERSITAS SYIAH KUALA,ILMU POLITIK,S1,35,91,38.46
UNIVERSITAS TANJUNGPURA,ILMU POLITIK,S1,45,70,64.29
UNIVERSITAS UDAYANA,ILMU POLITIK,S1,24,100,24.0
"UPN ""VETERAN"" JAKARTA",ILMU POLITIK,S1,40,351,11.4
