Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT PERTANIAN BOGOR,EKONOMI SYARIAH,S1,34,384,8.85
UNIVERSITAS DIPONEGORO,EKONOMI SYARIAH,S1,26,319,8.15
UNIVERSITAS ISLAM NEGERI AR-RANIRY,EKONOMI SYARIAH,S1,32,100,32.0
UNIVERSITAS JEMBER,EKONOMI SYARIAH,S1,24,214,11.21
UNIVERSITAS MALIKUSSALEH,EKONOMI SYARIAH,S1,80,209,38.28
UNIVERSITAS MULAWARMAN,EKONOMI SYARIAH,S1,21,82,25.61
UNIVERSITAS SILIWANGI,EKONOMI SYARIAH,S1,24,356,6.74
UNIVERSITAS SULTAN AGENG TIRTAYASA,EKONOMI SYARIAH,S1,16,210,7.62
UNIVERSITAS TERBUKA,EKONOMI SYARIAH,S1,50,0,100.0
UNIVERSITAS TRUNOJOYO MADURA,EKONOMI SYARIAH,S1,72,247,29.15
"UPN ""VETERAN"" JAKARTA",EKONOMI SYARIAH,S1,16,325,4.92
