Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ANDALAS,HUBUNGAN INTERNASIONAL,36,382,9.42
UNIVERSITAS BRAWIJAYA,HUBUNGAN INTERNASIONAL,60,613,9.79
UNIVERSITAS CENDERAWASIH,HUBUNGAN INTERNASIONAL,24,24,100.0
UNIVERSITAS DIPONEGORO,HUBUNGAN INTERNASIONAL,22,647,3.4
UNIVERSITAS ISLAM NEGERI ALAUDDIN,HUBUNGAN INTERNASIONAL,30,133,22.56
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,HUBUNGAN INTERNASIONAL,33,212,15.57
UNIVERSITAS JEMBER,HUBUNGAN INTERNASIONAL,46,312,14.74
UNIVERSITAS JENDERAL SOEDIRMAN,HUBUNGAN INTERNASIONAL,24,279,8.6
UNIVERSITAS LAMPUNG,HUBUNGAN INTERNASIONAL,26,284,9.15
UNIVERSITAS MATARAM,HUBUNGAN INTERNASIONAL,24,226,10.62
UNIVERSITAS RIAU,HUBUNGAN INTERNASIONAL,60,553,10.85
UNIVERSITAS SEBELAS MARET,HUBUNGAN INTERNASIONAL,13,331,3.93
UNIVERSITAS SINGAPERBANGSA KARAWANG,HUBUNGAN INTERNASIONAL,20,101,19.8
UNIVERSITAS UDAYANA,HUBUNGAN INTERNASIONAL,24,378,6.35
"UPN ""VETERAN"" JAKARTA",HUBUNGAN INTERNASIONAL,48,645,7.44
