Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BRAWIJAYA,SASTRA CINA,S1,30,137,21.9
UNIVERSITAS INDONESIA,SASTRA CINA,S1,9,141,6.38
UNIVERSITAS SUMATERA UTARA,SASTRA CINA,S1,28,65,43.08
