Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,ILMU SEJARAH,S1,16,155,10.32
UNIVERSITAS HALUOLEO,ILMU SEJARAH,S1,36,12,100.0
UNIVERSITAS HASANUDDIN,ILMU SEJARAH,S1,12,77,15.58
UNIVERSITAS INDONESIA,ILMU SEJARAH,S1,15,195,7.69
UNIVERSITAS JAMBI,ILMU SEJARAH,S1,23,38,60.53
UNIVERSITAS JEMBER,ILMU SEJARAH,S1,35,176,19.89
UNIVERSITAS KHAIRUN,ILMU SEJARAH,S1,9,7,100.0
UNIVERSITAS NEGERI MALANG,ILMU SEJARAH,S1,12,131,9.16
UNIVERSITAS NEGERI SEMARANG,ILMU SEJARAH,S1,30,309,9.71
UNIVERSITAS NEGERI YOGYAKARTA,ILMU SEJARAH,S1,27,198,13.64
UNIVERSITAS PADJADJARAN,ILMU SEJARAH,S1,24,236,10.17
UNIVERSITAS SAM RATULANGI,ILMU SEJARAH,S1,6,9,66.67
UNIVERSITAS SEBELAS MARET,ILMU SEJARAH,S1,15,144,10.42
UNIVERSITAS SUMATERA UTARA,ILMU SEJARAH,S1,27,142,19.01
UNIVERSITAS UDAYANA,ILMU SEJARAH,S1,15,39,38.46
