Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT PERTANIAN BOGOR,MATEMATIKA,S1,32,420,7.62
INSTITUT TEKNOLOGI KALIMANTAN,MATEMATIKA,S1,22,35,62.86
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,MATEMATIKA,S1,40,312,12.82
INSTITUT TEKNOLOGI SUMATERA,MATEMATIKA,S1,59,139,42.45
UNIVERSITAS AIRLANGGA,MATEMATIKA,S1,16,312,5.13
UNIVERSITAS ANDALAS,MATEMATIKA,S1,30,283,10.6
UNIVERSITAS BANGKA BELITUNG,MATEMATIKA,S1,24,37,64.86
UNIVERSITAS BENGKULU,MATEMATIKA,S1,20,72,27.78
UNIVERSITAS BRAWIJAYA,MATEMATIKA,S1,60,572,10.49
UNIVERSITAS CENDERAWASIH,MATEMATIKA,S1,15,7,100.0
UNIVERSITAS DIPONEGORO,MATEMATIKA,S1,35,618,5.66
UNIVERSITAS GADJAH MADA,MATEMATIKA,S1,20,411,4.87
UNIVERSITAS HALUOLEO,MATEMATIKA,S1,18,58,31.03
UNIVERSITAS HASANUDDIN,MATEMATIKA,S1,18,251,7.17
UNIVERSITAS INDONESIA,MATEMATIKA,S1,14,284,4.93
UNIVERSITAS ISLAM NEGERI ALAUDDIN,MATEMATIKA,S1,30,96,31.25
UNIVERSITAS ISLAM NEGERI JAKARTA,MATEMATIKA,S1,24,204,11.76
UNIVERSITAS ISLAM NEGERI MALANG,MATEMATIKA,S1,45,134,33.58
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM,MATEMATIKA,S1,8,41,19.51
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,MATEMATIKA,S1,35,65,53.85
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,MATEMATIKA,S1,21,95,22.11
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,MATEMATIKA,S1,27,296,9.12
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,MATEMATIKA,S1,15,129,11.63
UNIVERSITAS ISLAM NEGERI WALISONGO,MATEMATIKA,S1,27,91,29.67
UNIVERSITAS JAMBI,MATEMATIKA,S1,20,42,47.62
UNIVERSITAS JEMBER,MATEMATIKA,S1,42,268,15.67
UNIVERSITAS JENDERAL SOEDIRMAN,MATEMATIKA,S1,27,281,9.61
UNIVERSITAS LAMBUNG MANGKURAT,MATEMATIKA,S1,12,133,9.02
UNIVERSITAS LAMPUNG,MATEMATIKA,S1,45,247,18.22
UNIVERSITAS MATARAM,MATEMATIKA,S1,16,123,13.01
UNIVERSITAS MULAWARMAN,MATEMATIKA,S1,18,55,32.73
UNIVERSITAS NEGERI GORONTALO,MATEMATIKA,S1,22,47,46.81
UNIVERSITAS NEGERI JAKARTA,MATEMATIKA,S1,10,196,5.1
UNIVERSITAS NEGERI MAKASSAR,MATEMATIKA,S1,11,102,10.78
UNIVERSITAS NEGERI MALANG,MATEMATIKA,S1,42,346,12.14
UNIVERSITAS NEGERI MEDAN,MATEMATIKA,S1,22,193,11.4
UNIVERSITAS NEGERI SEMARANG,MATEMATIKA,S1,27,300,9.0
UNIVERSITAS NEGERI SURABAYA,MATEMATIKA,S1,18,280,6.43
UNIVERSITAS NEGERI YOGYAKARTA,MATEMATIKA,S1,27,459,5.88
UNIVERSITAS NUSA CENDANA,MATEMATIKA,S1,20,55,36.36
UNIVERSITAS PADJADJARAN,MATEMATIKA,S1,25,446,5.61
UNIVERSITAS PAPUA,MATEMATIKA,S1,12,1,100.0
UNIVERSITAS PATTIMURA,MATEMATIKA,S1,25,25,100.0
UNIVERSITAS PENDIDIKAN GANESHA,MATEMATIKA,S1,15,15,100.0
UNIVERSITAS PENDIDIKAN INDONESIA,MATEMATIKA,S1,25,453,5.52
UNIVERSITAS RIAU,MATEMATIKA,S1,24,251,9.56
UNIVERSITAS SAM RATULANGI,MATEMATIKA,S1,24,47,51.06
UNIVERSITAS SAMUDRA,MATEMATIKA,S1,16,11,100.0
UNIVERSITAS SEBELAS MARET,MATEMATIKA,S1,16,354,4.52
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,MATEMATIKA,S1,20,2,100.0
UNIVERSITAS SRIWIJAYA,MATEMATIKA,S1,24,209,11.48
UNIVERSITAS SULAWESI BARAT,MATEMATIKA,S1,16,9,100.0
UNIVERSITAS SUMATERA UTARA,MATEMATIKA,S1,54,535,10.09
UNIVERSITAS SYIAH KUALA,MATEMATIKA,S1,25,141,17.73
UNIVERSITAS TADULAKO,MATEMATIKA,S1,10,45,22.22
UNIVERSITAS TANJUNGPURA,MATEMATIKA,S1,20,86,23.26
UNIVERSITAS TIMOR,MATEMATIKA,S1,12,8,100.0
UNIVERSITAS UDAYANA,MATEMATIKA,S1,30,136,22.06
