Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BENGKULU,PENDIDIKAN DOKTER,S1,10,439,2.28
UNIVERSITAS CENDERAWASIH,PENDIDIKAN DOKTER,S1,15,103,14.56
UNIVERSITAS HALUOLEO,PENDIDIKAN DOKTER,S1,30,446,6.73
UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER,S1,50,1430,3.5
UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER,S1,36,1253,2.87
UNIVERSITAS ISLAM NEGERI ALAUDDIN,PENDIDIKAN DOKTER,S1,15,396,3.79
UNIVERSITAS ISLAM NEGERI JAKARTA,PENDIDIKAN DOKTER,S1,30,742,4.04
UNIVERSITAS ISLAM NEGERI MALANG,PENDIDIKAN DOKTER,S1,15,479,3.13
UNIVERSITAS JEMBER,PENDIDIKAN DOKTER,S1,28,1173,2.39
UNIVERSITAS JENDERAL SOEDIRMAN,PENDIDIKAN DOKTER,S1,39,1030,3.79
UNIVERSITAS KHAIRUN,PENDIDIKAN DOKTER,S1,15,86,17.44
UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN DOKTER,S1,42,683,6.15
UNIVERSITAS MATARAM,PENDIDIKAN DOKTER,S1,24,457,5.25
UNIVERSITAS MULAWARMAN,PENDIDIKAN DOKTER,S1,20,663,3.02
UNIVERSITAS NUSA CENDANA,PENDIDIKAN DOKTER,S1,21,304,6.91
UNIVERSITAS PADJADJARAN,PENDIDIKAN DOKTER,S1,63,1591,3.96
UNIVERSITAS PALANGKARAYA,PENDIDIKAN DOKTER,S1,16,237,6.75
UNIVERSITAS PATTIMURA,PENDIDIKAN DOKTER,S1,45,290,15.52
UNIVERSITAS SAM RATULANGI,PENDIDIKAN DOKTER,S1,40,788,5.08
UNIVERSITAS SRIWIJAYA,PENDIDIKAN DOKTER,S1,46,1020,4.51
UNIVERSITAS SUMATERA UTARA,PENDIDIKAN DOKTER,S1,50,981,5.1
UNIVERSITAS SYIAH KUALA,PENDIDIKAN DOKTER,S1,45,881,5.11
