Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK LINGKUNGAN,S1,28,126,22.22
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK LINGKUNGAN,S1,32,419,7.64
INSTITUT TEKNOLOGI SUMATERA,TEKNIK LINGKUNGAN,S1,88,262,33.59
UNIVERSITAS AIRLANGGA,TEKNIK LINGKUNGAN,S1,20,376,5.32
UNIVERSITAS ANDALAS,TEKNIK LINGKUNGAN,S1,36,379,9.5
UNIVERSITAS BRAWIJAYA,TEKNIK LINGKUNGAN,S1,42,650,6.46
UNIVERSITAS DIPONEGORO,TEKNIK LINGKUNGAN,S1,40,697,5.74
UNIVERSITAS HASANUDDIN,TEKNIK LINGKUNGAN,S1,20,313,6.39
UNIVERSITAS INDONESIA,TEKNIK LINGKUNGAN,S1,14,280,5.0
UNIVERSITAS ISLAM NEGERI AR-RANIRY,TEKNIK LINGKUNGAN,S1,27,35,77.14
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,TEKNIK LINGKUNGAN,S1,21,236,8.9
UNIVERSITAS JAMBI,TEKNIK LINGKUNGAN,S1,20,62,32.26
UNIVERSITAS JEMBER,TEKNIK LINGKUNGAN,S1,28,195,14.36
UNIVERSITAS LAMBUNG MANGKURAT,TEKNIK LINGKUNGAN,S1,18,202,8.91
UNIVERSITAS MULAWARMAN,TEKNIK LINGKUNGAN,S1,15,174,8.62
UNIVERSITAS RIAU,TEKNIK LINGKUNGAN,S1,24,295,8.14
UNIVERSITAS SAM RATULANGI,TEKNIK LINGKUNGAN,S1,10,16,62.5
UNIVERSITAS SINGAPERBANGSA KARAWANG,TEKNIK LINGKUNGAN,S1,17,0,100.0
UNIVERSITAS SUMATERA UTARA,TEKNIK LINGKUNGAN,S1,38,348,10.92
UNIVERSITAS TADULAKO,TEKNIK LINGKUNGAN,S1,20,27,74.07
UNIVERSITAS TANJUNGPURA,TEKNIK LINGKUNGAN,S1,18,133,13.53
UNIVERSITAS UDAYANA,TEKNIK LINGKUNGAN,S1,18,35,51.43
"UPN ""VETERAN"" JAWA TIMUR",TEKNIK LINGKUNGAN,S1,30,396,7.58
"UPN ""VETERAN"" YOGYAKARTA",TEKNIK LINGKUNGAN,S1,25,386,6.48
