Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,KEBIDANAN,S1,16,483,3.31
UNIVERSITAS ANDALAS,KEBIDANAN,S1,24,255,9.41
UNIVERSITAS BORNEO TARAKAN,KEBIDANAN,S1,24,0,100.0
UNIVERSITAS BRAWIJAYA,KEBIDANAN,S1,33,450,7.33
