Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT TEKNOLOGI SUMATERA,TEKNIK GEOLOGI,59,112,52.68
UNIVERSITAS DIPONEGORO,TEKNIK GEOLOGI,28,353,7.93
UNIVERSITAS GADJAH MADA,TEKNIK GEOLOGI,30,306,9.8
UNIVERSITAS HALUOLEO,TEKNIK GEOLOGI,30,32,93.75
UNIVERSITAS HASANUDDIN,TEKNIK GEOLOGI,40,305,13.11
UNIVERSITAS JAMBI,TEKNIK GEOLOGI,20,37,54.05
UNIVERSITAS JENDERAL SOEDIRMAN,TEKNIK GEOLOGI,26,185,14.05
UNIVERSITAS MULAWARMAN,TEKNIK GEOLOGI,15,39,38.46
UNIVERSITAS NEGERI GORONTALO,TEKNIK GEOLOGI,30,36,83.33
UNIVERSITAS PADJADJARAN,TEKNIK GEOLOGI,35,510,6.86
UNIVERSITAS PAPUA,TEKNIK GEOLOGI,12,1,100.0
UNIVERSITAS PATTIMURA,TEKNIK GEOLOGI,7,60,11.67
UNIVERSITAS SRIWIJAYA,TEKNIK GEOLOGI,16,150,10.67
UNIVERSITAS SYIAH KUALA,TEKNIK GEOLOGI,20,68,29.41
UNIVERSITAS TADULAKO,TEKNIK GEOLOGI,25,28,89.29
"UPN ""VETERAN"" YOGYAKARTA",TEKNIK GEOLOGI,31,432,7.18
